53, Private, 234721, 11th, 7, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male, 0, 0, 40, United-States, <=50K
66, Self-emp-not-inc, 174995, Assoc-acdm, 12, Married-civ-spouse, Craft-repair, Husband, White, Male, 2290, 0, 30, Hungary, <=50K
73, Private, 183213, Assoc-voc, 11, Widowed, Prof-specialty, Not-in-family, White, Male, 25124, 0, 60, United-States, >50K
53, Private, 96062, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1740, 40, United-States, <=50K
53, Local-gov, 324021, Some-college, 10, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
53, Private, 103586, Bachelors, 13, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 55, United-States, <=50K
53, Local-gov, 207449, 10th, 6, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, <=50K
52, Private, 144361, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1902, 40, United-States, >50K
54, Private, 138944, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 44, United-States, <=50K
53, Local-gov, 216931, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 4386, 0, 40, United-States, >50K
59, Self-emp-inc, 253062, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 55, United-States, >50K
53, Local-gov, 197054, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
58, Self-emp-not-inc, 196403, HS-grad, 9, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 10, United-States, >50K
68, Self-emp-not-inc, 336329, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 10, United-States, <=50K
55, Private, 284095, HS-grad, 9, Divorced, Sales, Not-in-family, White, Female, 0, 0, 37, United-States, <=50K
52, Private, 208302, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 36, United-States, <=50K
54, Local-gov, 129972, Assoc-voc, 11, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 38, United-States, >50K
56, Private, 81220, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, Canada, <=50K
59, Private, 227856, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 37, United-States, >50K
63, Private, 266083, 7th-8th, 4, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 60, United-States, >50K
65, Private, 172906, HS-grad, 9, Widowed, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
51, State-gov, 172022, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, >50K
58, Self-emp-not-inc, 310014, Bachelors, 13, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 25, United-States, <=50K
52, Private, 48947, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 45, United-States, <=50K
62, Self-emp-not-inc, 39610, Some-college, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 80, United-States, <=50K
53, Private, 149650, HS-grad, 9, Never-married, Sales, Not-in-family, White, Male, 0, 2559, 48, United-States, >50K
61, Private, 163393, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 20, United-States, <=50K
68, Private, 195868, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 20051, 0, 40, United-States, >50K
55, Private, 419732, Some-college, 10, Divorced, Other-service, Unmarried, White, Female, 0, 0, 38, United-States, <=50K
58, Private, 199278, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 38, United-States, <=50K
56, Private, 235205, HS-grad, 9, Widowed, Other-service, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
51, Private, 153870, HS-grad, 9, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, >50K
56, Private, 659558, 12th, 8, Widowed, Other-service, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
65, Self-emp-not-inc, 131417, 5th-6th, 3, Married-civ-spouse, Farming-fishing, Husband, White, Male, 1797, 0, 21, United-States, <=50K
52, Private, 279129, Some-college, 10, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 37, United-States, >50K
61, Private, 115023, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, >50K
63, Private, 250068, 12th, 8, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
52, Private, 76860, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male, 0, 0, 8, Philippines, <=50K
81, State-gov, 132204, 1st-4th, 2, Widowed, Other-service, Not-in-family, White, Female, 0, 0, 20, United-States, <=50K
56, Private, 266091, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 2907, 0, 52, Cuba, <=50K
53, Private, 132304, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, Scotland, <=50K
58, Private, 128162, HS-grad, 9, Divorced, Sales, Not-in-family, White, Female, 0, 0, 24, United-States, <=50K
53, Local-gov, 231196, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
56, Private, 314149, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
55, Federal-gov, 31728, Some-college, 10, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, >50K
51, Private, 360131, 5th-6th, 3, Married-civ-spouse, Craft-repair, Other-relative, White, Female, 0, 0, 40, United-States, <=50K
62, Private, 141308, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
62, State-gov, 39630, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K
57, Local-gov, 213975, HS-grad, 9, Widowed, Other-service, Unmarried, White, Female, 0, 0, 30, United-States, <=50K
60, Local-gov, 259803, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 45, United-States, >50K
51, Private, 200450, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 48, United-States, <=50K
61, Local-gov, 176731, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
52, Self-emp-not-inc, 140985, Bachelors, 13, Married-civ-spouse, Adm-clerical, Wife, White, Female, 99999, 0, 30, United-States, >50K
76, Private, 125784, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
58, Federal-gov, 30111, Some-college, 10, Widowed, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female, 0, 0, 40, United-States, <=50K
62, Local-gov, 167889, Doctorate, 16, Widowed, Prof-specialty, Unmarried, White, Female, 0, 0, 40, Iran, <=50K
60, Private, 54800, HS-grad, 9, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 40, United-States, <=50K
51, Private, 93193, HS-grad, 9, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
71, Self-emp-not-inc, 130436, 1st-4th, 2, Divorced, Craft-repair, Not-in-family, White, Female, 0, 0, 28, United-States, <=50K
73, Private, 284680, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 20, United-States, <=50K
66, Private, 107196, HS-grad, 9, Widowed, Tech-support, Not-in-family, White, Female, 0, 0, 18, United-States, <=50K
60, Private, 130684, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 55, United-States, <=50K
59, Private, 261816, Some-college, 10, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 52, Outlying-US(Guam-USVI-etc), <=50K
58, Private, 280309, Assoc-acdm, 12, Married-civ-spouse, Exec-managerial, Husband, White, Male, 5178, 0, 60, United-States, >50K
58, Private, 95835, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 36, United-States, <=50K
59, Private, 106748, 7th-8th, 4, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 99, United-States, <=50K
53, Local-gov, 216691, Doctorate, 16, Divorced, Prof-specialty, Not-in-family, White, Female, 10520, 0, 40, United-States, >50K
53, Local-gov, 99064, 9th, 5, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
53, Private, 149784, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
58, Private, 114495, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
60, Self-emp-not-inc, 193038, Some-college, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 15, United-States, <=50K
52, State-gov, 314627, Masters, 14, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 40, United-States, <=50K
83, Self-emp-inc, 272248, HS-grad, 9, Divorced, Sales, Not-in-family, White, Male, 0, 0, 20, United-States, <=50K
51, Local-gov, 264457, 11th, 7, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male, 0, 0, 40, United-States, <=50K
51, Private, 340588, 1st-4th, 2, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 54, Mexico, <=50K
53, Private, 290640, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 50, Germany, >50K
66, Private, 196674, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 15, United-States, >50K
64, Private, 133144, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 16, United-States, <=50K
62, Self-emp-inc, 24050, HS-grad, 9, Widowed, Sales, Not-in-family, White, Female, 0, 0, 15, United-States, <=50K
52, Local-gov, 255927, Some-college, 10, Widowed, Adm-clerical, Not-in-family, White, Female, 0, 0, 24, United-States, <=50K
52, Private, 110563, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
90, Private, 139660, Some-college, 10, Divorced, Sales, Unmarried, Black, Female, 0, 0, 37, United-States, <=50K
69, Private, 229418, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
57, Private, 148315, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 30, United-States, <=50K
73, Private, 198526, HS-grad, 9, Widowed, Other-service, Other-relative, White, Female, 0, 0, 32, United-States, <=50K
57, Private, 71367, HS-grad, 9, Divorced, Other-service, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
56, Private, 134756, HS-grad, 9, Never-married, Other-service, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
53, Private, 89400, Some-college, 10, Widowed, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
54, Self-emp-inc, 172175, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, >50K
53, Local-gov, 608184, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 40, United-States, >50K
56, Private, 104842, Bachelors, 13, Divorced, Prof-specialty, Unmarried, Black, Female, 0, 0, 50, Haiti, <=50K
60, Local-gov, 227332, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
53, Private, 133436, 7th-8th, 4, Divorced, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
67, Self-emp-inc, 73559, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 9386, 0, 50, United-States, >50K
64, Private, 102041, 11th, 7, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
53, Private, 29557, Some-college, 10, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
59, Private, 97168, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
61, Self-emp-not-inc, 181033, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 60, United-States, <=50K
51, Private, 280093, HS-grad, 9, Separated, Adm-clerical, Other-relative, White, Female, 0, 0, 40, United-States, <=50K
70, Self-emp-not-inc, 177199, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 3, United-States, <=50K
65, Self-emp-not-inc, 139960, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 10605, 0, 60, United-States, >50K
64, Federal-gov, 316246, Bachelors, 13, Divorced, Adm-clerical, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
68, Private, 192829, Assoc-acdm, 12, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 43, United-States, <=50K
60, Federal-gov, 237317, Assoc-voc, 11, Divorced, Prof-specialty, Unmarried, White, Male, 4934, 0, 40, United-States, >50K
55, Self-emp-inc, 298449, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 2415, 50, United-States, >50K
52, Private, 210736, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 3103, 0, 55, United-States, >50K
62, Local-gov, 136787, HS-grad, 9, Divorced, Transport-moving, Other-relative, White, Male, 0, 0, 40, United-States, <=50K
59, Private, 189721, Bachelors, 13, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, Italy, >50K
67, Self-emp-not-inc, 148690, Masters, 14, Widowed, Prof-specialty, Not-in-family, White, Male, 18481, 0, 2, United-States, >50K
60, Private, 125019, Bachelors, 13, Divorced, Prof-specialty, Not-in-family, White, Female, 8614, 0, 48, United-States, >50K
63, Private, 64544, Bachelors, 13, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 40, United-States, >50K
55, Private, 101468, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 3103, 0, 40, United-States, >50K
53, Self-emp-not-inc, 257126, 12th, 8, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, <=50K
58, Private, 194733, Assoc-acdm, 12, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
55, Self-emp-not-inc, 98361, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 35, United-States, <=50K
58, Self-emp-not-inc, 130714, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, <=50K
62, Private, 147627, 9th, 5, Never-married, Priv-house-serv, Not-in-family, Black, Female, 1055, 0, 22, United-States, <=50K
58, Local-gov, 318537, 12th, 8, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States, <=50K
61, Self-emp-inc, 253101, Some-college, 10, Widowed, Sales, Not-in-family, White, Female, 0, 0, 20, United-States, <=50K
67, Private, 212705, Masters, 14, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male, 0, 0, 55, United-States, >50K
52, Private, 108914, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
53, Private, 217568, HS-grad, 9, Widowed, Craft-repair, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
52, Private, 48343, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
55, Private, 193130, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 1887, 40, United-States, >50K
55, Private, 191367, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
63, Private, 219540, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
56, Private, 247337, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
59, Private, 146391, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
53, Private, 95469, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 1902, 40, United-States, >50K
90, Private, 84553, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
81, Self-emp-inc, 247232, 10th, 6, Married-civ-spouse, Exec-managerial, Wife, White, Female, 2936, 0, 28, United-States, <=50K
56, Private, 177271, Assoc-voc, 11, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, >50K
58, Federal-gov, 129786, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
55, Private, 289257, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
80, Local-gov, 20101, HS-grad, 9, Widowed, Other-service, Unmarried, Amer-Indian-Eskimo, Female, 0, 0, 32, United-States, <=50K
56, Private, 178202, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
63, Private, 188976, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
71, Private, 180117, 10th, 6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
51, Private, 317396, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
52, Self-emp-not-inc, 237868, Some-college, 10, Never-married, Adm-clerical, Unmarried, White, Male, 0, 0, 5, United-States, <=50K
55, Private, 205422, 10th, 6, Married-civ-spouse, Other-service, Wife, Black, Female, 0, 0, 40, United-States, <=50K
51, Private, 22211, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1902, 60, United-States, >50K
54, Private, 82566, Assoc-acdm, 12, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, United-States, <=50K
60, Self-emp-not-inc, 92845, 5th-6th, 3, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States, <=50K
55, Local-gov, 107308, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
53, Self-emp-not-inc, 145419, 1st-4th, 2, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7688, 0, 67, Italy, >50K
64, Self-emp-not-inc, 192695, 5th-6th, 3, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 70, Canada, <=50K
