39, State-gov, 77516, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K
40, Local-gov, 63042, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 40, United-States, >50K
36, Private, 29814, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
36, Private, 285865, Assoc-acdm, 12, Separated, Other-service, Unmarried, Black, Female, 0, 0, 32, United-States, <=50K
30, Private, 296462, Masters, 14, Never-married, Prof-specialty, Not-in-family, Black, Male, 0, 0, 30, United-States, <=50K
32, Private, 103860, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
45, Local-gov, 159816, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 1977, 35, United-States, >50K
32, Private, 294121, Assoc-acdm, 12, Divorced, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K
31, Private, 234387, HS-grad, 9, Divorced, Exec-managerial, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
32, Private, 125856, Assoc-acdm, 12, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K
32, Private, 156015, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
40, Private, 116632, Bachelors, 13, Divorced, Sales, Own-child, White, Male, 0, 0, 80, United-States, <=50K
38, Self-emp-not-inc, 115215, 10th, 6, Separated, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
30, Private, 254905, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
32, Private, 203674, Assoc-acdm, 12, Divorced, Prof-specialty, Unmarried, White, Female, 0, 880, 36, United-States, <=50K
36, Private, 188540, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
37, Local-gov, 265038, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, >50K
43, Private, 220109, Some-college, 10, Married-civ-spouse, Other-service, Husband, White, Male, 0, 1672, 44, United-States, <=50K
41, Private, 208470, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
36, Private, 233571, Some-college, 10, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 4, United-States, <=50K
42, State-gov, 83411, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
45, Private, 220213, HS-grad, 9, Widowed, Craft-repair, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
43, Private, 156745, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, Black, Male, 0, 0, 40, United-States, <=50K
39, Private, 218916, Prof-school, 15, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
36, Private, 184659, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, >50K
35, Private, 320451, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 0, 65, Hong, >50K
33, Private, 172498, Some-college, 10, Divorced, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, <=50K
30, Private, 131588, HS-grad, 9, Never-married, Craft-repair, Not-in-family, Black, Female, 0, 0, 45, United-States, <=50K
40, Private, 124520, Assoc-voc, 11, Divorced, Craft-repair, Unmarried, White, Male, 0, 0, 50, United-States, >50K
37, Federal-gov, 173192, Assoc-voc, 11, Separated, Adm-clerical, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
45, Private, 26502, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 72, United-States, >50K
36, Private, 150042, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K
38, Private, 208358, Assoc-voc, 11, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
39, Federal-gov, 129573, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 50, United-States, <=50K
33, Federal-gov, 137059, Some-college, 10, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 10, United-States, <=50K
30, Private, 164309, HS-grad, 9, Never-married, Sales, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K
38, Private, 40955, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, England, >50K
31, Private, 467579, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, Black, Male, 0, 1887, 40, United-States, >50K
31, Private, 145139, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
39, Private, 231141, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 2829, 0, 40, United-States, <=50K
38, Private, 135416, Some-college, 10, Divorced, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K
45, Local-gov, 188823, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
44, Local-gov, 101689, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
30, Private, 342709, HS-grad, 9, Married-spouse-absent, Craft-repair, Other-relative, White, Male, 0, 0, 40, United-States, <=50K
43, Private, 26915, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K
33, Private, 183000, Some-college, 10, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 24, United-States, <=50K
32, Private, 31740, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 0, 0, 40, India, <=50K
36, Private, 369843, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 50, United-States, <=50K
34, Private, 199227, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States, <=50K
39, Private, 382802, 10th, 6, Widowed, Machine-op-inspct, Not-in-family, Black, Male, 0, 1590, 40, United-States, <=50K
33, Self-emp-not-inc, 222162, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
44, Self-emp-not-inc, 104196, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 84, United-States, <=50K
30, Self-emp-not-inc, 455995, 11th, 7, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 45, United-States, >50K
30, Self-emp-inc, 292465, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
38, Private, 99388, Assoc-acdm, 12, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, El-Salvador, <=50K
38, Private, 698363, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
37, Private, 401998, HS-grad, 9, Widowed, Machine-op-inspct, Unmarried, White, Female, 0, 0, 20, United-States, <=50K
45, Private, 87583, HS-grad, 9, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 14, United-States, <=50K
36, Private, 130200, HS-grad, 9, Divorced, Machine-op-inspct, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
45, Private, 178922, HS-grad, 9, Never-married, Sales, Not-in-family, White, Female, 0, 0, 20, United-States, <=50K
37, Private, 125933, Assoc-acdm, 12, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7688, 0, 50, United-States, >50K
38, State-gov, 104280, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 55, United-States, >50K
45, Local-gov, 181758, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
41, Self-emp-inc, 223671, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 1887, 55, United-States, >50K
38, Self-emp-not-inc, 140117, Some-college, 10, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 20, United-States, <=50K
44, Federal-gov, 306440, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
33, Federal-gov, 615893, Masters, 14, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 40, Nicaragua, <=50K
32, Private, 37210, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K
43, Private, 196084, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 55, United-States, <=50K
45, Local-gov, 166181, HS-grad, 9, Divorced, Other-service, Own-child, Black, Female, 0, 0, 40, United-States, <=50K
31, Private, 181091, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
30, Private, 200246, Assoc-voc, 11, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
38, Private, 106838, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
39, Private, 108140, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
38, Private, 103323, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
42, Private, 322385, Assoc-voc, 11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 2407, 0, 40, United-States, <=50K
35, Private, 210945, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 50, United-States, <=50K
36, Local-gov, 130620, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female, 0, 0, 40, China, >50K
33, Private, 132705, 9th, 5, Separated, Adm-clerical, Not-in-family, White, Male, 0, 0, 48, United-States, <=50K
43, Private, 141858, 11th, 7, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
35, Private, 81232, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 15024, 0, 50, United-States, >50K
45, Local-gov, 191776, Masters, 14, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
43, Private, 128354, HS-grad, 9, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
39, Private, 33983, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 15024, 0, 40, United-States, >50K
41, Self-emp-inc, 73431, Bachelors, 13, Widowed, Prof-specialty, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
33, Local-gov, 248346, Assoc-acdm, 12, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, <=50K
37, Private, 167482, 10th, 6, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 35, United-States, <=50K
43, Federal-gov, 211763, Doctorate, 16, Separated, Prof-specialty, Unmarried, Black, Female, 0, 0, 24, United-States, >50K
36, Self-emp-not-inc, 138940, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 70, United-States, <=50K
41, Private, 174575, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 1887, 45, United-States, >50K
38, Private, 292307, Bachelors, 13, Married-spouse-absent, Craft-repair, Not-in-family, Black, Male, 0, 0, 40, Dominican-Republic, <=50K
39, Private, 314007, Assoc-voc, 11, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, <=50K
36, Private, 76845, HS-grad, 9, Never-married, Other-service, Own-child, Black, Male, 0, 0, 35, United-States, <=50K
40, Private, 209833, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
38, Private, 143538, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
34, Private, 242960, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, <=50K
44, Local-gov, 263871, Some-college, 10, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
44, Private, 207685, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 1564, 55, England, >50K
45, Self-emp-inc, 84324, Assoc-acdm, 12, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
34, Private, 186269, HS-grad, 9, Divorced, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States, <=50K
39, Private, 236391, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, <=50K
38, Private, 266325, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 32, United-States, >50K
32, Federal-gov, 42900, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 15024, 0, 50, United-States, >50K
45, State-gov, 183710, HS-grad, 9, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 48, United-States, <=50K
35, Private, 119992, Assoc-acdm, 12, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, <=50K
32, Private, 123291, 12th, 8, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
37, Self-emp-not-inc, 29814, HS-grad, 9, Never-married, Farming-fishing, Unmarried, White, Male, 0, 0, 50, United-States, <=50K
44, Private, 92649, HS-grad, 9, Married-civ-spouse, Craft-repair, Wife, White, Female, 0, 0, 40, United-States, >50K
43, Private, 427382, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 50, United-States, >50K
36, Local-gov, 212856, 11th, 7, Never-married, Other-service, Unmarried, White, Female, 0, 0, 23, United-States, <=50K
44, Private, 197389, HS-grad, 9, Married-spouse-absent, Machine-op-inspct, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
32, Private, 185027, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
30, Private, 174543, Assoc-acdm, 12, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 40, United-States, <=50K
39, Private, 108540, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
30, Self-emp-not-inc, 303692, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 75, United-States, <=50K
40, State-gov, 150533, Bachelors, 13, Married-civ-spouse, Prof-specialty, Other-relative, White, Male, 0, 0, 40, United-States, <=50K
36, Private, 272944, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K
32, Private, 176253, Some-college, 10, Divorced, Exec-managerial, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
42, State-gov, 167581, Bachelors, 13, Never-married, Adm-clerical, Other-relative, White, Female, 0, 0, 40, United-States, <=50K
37, Private, 79586, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Iran, <=50K
40, Private, 166662, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 15024, 0, 45, United-States, >50K
30, Private, 302473, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K
42, Private, 42346, HS-grad, 9, Widowed, Exec-managerial, Not-in-family, Black, Female, 0, 0, 35, United-States, <=50K
35, Private, 252897, Assoc-acdm, 12, Never-married, Adm-clerical, Not-in-family, White, Female, 14344, 0, 40, United-States, >50K
41, Private, 155657, 11th, 7, Never-married, Handlers-cleaners, Other-relative, Black, Female, 0, 0, 40, United-States, <=50K
43, Federal-gov, 155106, Bachelors, 13, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 53, United-States, <=50K
45, Private, 53524, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
30, Private, 296453, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 35, United-States, <=50K
45, Federal-gov, 207107, Assoc-acdm, 12, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male, 0, 2080, 40, Philippines, <=50K
42, Local-gov, 180985, 10th, 6, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 99999, 0, 40, United-States, >50K
34, Private, 34862, Bachelors, 13, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Male, 0, 1564, 60, United-States, >50K
32, Private, 229051, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K
32, Private, 48458, HS-grad, 9, Never-married, Sales, Own-child, Black, Female, 0, 1669, 45, United-States, <=50K
35, Private, 61343, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
30, Private, 157778, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 25, United-States, >50K
42, Private, 228320, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 50, United-States, >50K
37, Private, 279029, Bachelors, 13, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
32, Private, 119124, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 40, United-States, <=50K
33, Self-emp-not-inc, 34102, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K
35, Private, 115214, HS-grad, 9, Never-married, Machine-op-inspct, Unmarried, White, Male, 6497, 0, 65, United-States, <=50K
34, State-gov, 287908, HS-grad, 9, Never-married, Other-service, Own-child, Black, Male, 0, 0, 42, United-States, <=50K
43, State-gov, 222978, Doctorate, 16, Separated, Prof-specialty, Unmarried, White, Female, 0, 0, 40, United-States, >50K
38, Private, 150601, 10th, 6, Separated, Adm-clerical, Unmarried, White, Male, 0, 3770, 40, United-States, <=50K
